book,chapter,verse,start,end
1,29,28,8804.287,8813.074
1,29,29,8813.191,8819.205
1,29,30,8820.294,8830.24
1,29,31,8831.563,8839.164
1,29,32,8839.259,8852.589
1,29,33,8852.807,8865.73
1,29,34,8865.948,8879.605
1,29,35,8879.89,8891.427
1,30,1,8894.053,8906.929
1,30,2,8907.415,8916.304
1,30,3,8916.438,8926.859
1,30,4,8927.294,8934.431
1,30,5,8934.498,8938.502
1,30,6,8938.533,8949.104
1,30,7,8949.154,8955.109
1,30,8,8955.494,8965.442
1,30,9,8966.983,8975.589
1,30,10,8975.874,8979.972
1,30,11,8980.257,8986.238
1,30,12,8986.59,8991.066
1,30,13,8991.3,8999.017
1,30,14,9000.273,9012.258
1,30,15,9012.727,9030.566
1,30,16,9030.951,9047.36
1,30,17,9047.36,9054.806
1,30,18,9055.201,9065.108
1,30,19,9066.766,9070.767
1,30,20,9071.085,9083.059
1,30,21,9083.349,9088.475
1,30,22,9089.62,9096.75
1,30,23,9097.252,9102.54
1,30,24,9103.009,9109.126
1,30,25,9110.819,9121.905
1,30,26,9122.118,9134.02
1,30,27,9134.283,9143.564
1,30,28,9143.832,9149.229
1,30,29,9149.329,9157.563
1,30,30,9157.73,9171.55
1,30,31,9171.55,9185.428
1,30,32,9186.2,9200.595
1,30,33,9200.813,9216.181
1,30,34,9216.7,9221.649
1,30,35,9223.251,9240.507
1,30,36,9240.825,9250.08
1,30,37,9250.499,9264.628
1,30,38,9265.047,9282.027
1,30,39,9282.429,9290.428
1,30,40,9291.019,9305.633
1,30,41,9305.901,9317.839
1,30,42,9318.09,9325.104
1,30,43,9325.188,9334.48
1,31,1,9336.988,9348.86
1,31,2,9349.161,9355.676
1,31,3,9356.105,9365.108
1,31,4,9365.56,9371.825
1,31,5,9372.152,9383.824
1,31,6,9385.168,9391.069
1,31,7,9391.387,9401.91
1,31,8,9402.195,9416.694
1,31,9,9417.352,9423.783
1,31,10,9423.9,9437.895
1,31,11,9438.247,9446.085
1,31,12,9446.236,9460.636
1,31,13,9461.157,9477.527
1,31,14,9478.924,9486.677
1,31,15,9487.565,9496.287
1,31,16,9497.258,9508.825
1,31,17,9509.363,9514.53
1,31,18,9514.882,9528.207
1,31,19,9528.822,9536.265
1,31,20,9536.868,9545.11
1,31,21,9546.215,9556.218
1,31,22,9557.974,9563.277
1,31,23,9563.712,9574.628
1,31,24,9574.728,9586.272
1,31,25,9586.707,9596.022
1,31,26,9596.34,9607.204
1,31,27,9607.924,9620.831
1,31,28,9621.368,9629.441
1,31,29,9629.893,9643.446
1,31,30,9643.597,9653.744
1,31,31,9655.369,9664.679
1,31,32,9665.896,9680.734
1,31,33,9681.169,9693.925
1,31,34,9693.925,9705.252
1,31,35,9705.252,9718.622
1,31,36,9718.812,9731.924
1,31,37,9731.957,9744.453
1,31,38,9744.62,9755.311
1,31,39,9755.411,9766.867
1,31,40,9766.934,9775.681
1,31,41,9775.798,9789.805
1,31,42,9790.123,9806.306
1,31,43,9806.792,9823.932
1,31,44,9825.282,9831.92
1,31,45,9832.121,9837.437
1,31,46,9837.688,9849.069
1,31,47,9850.476,9857.752
1,31,48,9858.07,9866.496
1,31,49,9866.764,9875.336
1,31,50,9875.477,9886.472
1,31,51,9886.639,9896.359
1,31,52,9896.761,9915.197
1,31,53,9915.281,9926.527
1,31,54,9926.946,9937.436
1,32,1,9938.558,9949.66
1,32,2,9950.079,9955.595
1,32,3,9955.695,9965.801
1,32,4,9972.097,9979.746
1,32,5,9980.483,9991.997
1,32,6,9992.298,10001.788
1,32,7,10003.338,10013.112
1,32,8,10013.441,10025.755
1,32,9,10025.855,10034.542
1,32,10,10035.554,10048.653
1,32,11,10048.871,10063.244
1,32,12,10063.244,10072.01
1,32,13,10072.713,10081.991
1,32,14,10083.733,10090.679
1,32,15,10090.679,10097.0
1,32,16,10097.0,10107.051
1,32,17,10107.252,10118.259
1,32,18,10118.41,10131.768
1,32,19,10131.768,10141.061
1,32,20,10142.384,10154.554
1,32,21,10154.755,10171.703
1,32,22,10172.015,10177.934
1,32,23,10179.191,10190.487
1,32,24,10190.705,10197.168
1,32,25,10198.88,10205.824
1,32,26,10206.297,10217.261
1,32,27,10217.261,10225.597
1,32,28,10225.932,10230.701
1,32,29,10230.801,10242.725
1,32,30,10242.833,10253.079
1,32,31,10253.079,10262.32
1,32,32,10262.32,10268.212
1,32,33,10268.212,10281.682
1,33,1,10285.656,10297.94
1,33,2,10297.94,10308.235
1,33,3,10308.235,10316.172
1,33,4,10316.172,10324.861
1,33,5,10325.261,10337.661
1,33,6,10337.961,10343.761
1,33,7,10345.161,10352.861
1,33,8,10352.861,10360.861
1,33,9,10360.961,10366.861
1,33,10,10366.961,10381.261
1,33,11,10381.361,10392.361
1,33,12,10393.961,10398.761
1,33,13,10398.861,10410.761
1,33,14,10411.061,10426.261
1,33,15,10426.261,10436.661
1,33,16,10436.661,10441.361
1,33,17,10441.561,10451.261
1,33,18,10451.361,10461.061
1,33,19,10461.461,10471.261
1,33,20,10471.361,10477.761
1,34,1,10480.461,10487.361
1,34,2,10487.661,10498.161
1,34,3,10498.361,10507.061
1,34,4,10507.061,10514.361
1,34,5,10514.761,10526.061
1,34,6,10527.361,10531.361
1,34,7,10531.561,10547.661
1,34,8,10548.061,10558.261
1,34,9,10558.761,10565.861
1,34,10,10566.061,10574.561
1,34,11,10574.661,10582.361
1,34,12,10582.761,10592.261
1,34,13,10594.061,10602.861
1,34,14,10603.161,10613.961
1,34,15,10614.161,10620.761
1,34,16,10620.861,10630.961
1,34,17,10632.361,10638.161
1,34,18,10638.861,10645.161
1,34,19,10645.361,10653.261
1,34,20,10653.661,10660.661
1,34,21,10660.761,10678.161
1,34,22,10678.461,10689.561
1,34,23,10691.061,10699.761
1,34,24,10699.761,10709.961
1,34,25,10712.361,10726.761
1,34,26,10726.861,10735.361
1,34,27,10735.461,10742.861
1,34,28,10742.861,10750.461
1,34,29,10750.961,10759.261
1,34,30,10761.361,10779.561
1,34,31,10779.761,10784.261
1,35,1,10787.961,10802.461
1,35,2,10802.761,10815.461
1,35,3,10816.961,10828.861
1,35,4,10829.361,10842.461
1,35,5,10842.961,10852.561
1,35,6,10854.061,10862.261
1,35,7,10862.361,10873.061
1,35,8,10873.561,10883.561
1,35,9,10885.461,10892.161
1,35,10,10892.261,10905.561
1,35,11,10906.061,10918.861
1,35,12,10919.161,10931.261
1,35,13,10931.461,10936.761
1,35,14,10936.961,10949.861
1,35,15,10950.661,10957.061
1,35,16,10958.861,10968.761
1,35,17,10969.161,10977.861
1,35,18,10978.161,10986.661
1,35,19,10986.761,10992.461
1,35,20,10994.061,11001.961
1,35,21,11003.461,11009.461
1,35,22,11009.561,11023.861
1,35,23,11024.061,11032.461
1,35,24,11032.561,11034.861
1,35,25,11034.861,11038.761
1,35,26,11039.261,11048.461
1,35,27,11048.761,11058.161
1,35,28,11058.861,11062.361
1,35,29,11062.561,11073.261
1,36,1,11075.961,11079.261
1,36,2,11079.461,11091.361
1,36,3,11091.461,11095.061
1,36,4,11095.361,11101.961
1,36,5,11103.461,11113.161
1,36,6,11113.261,11132.661
1,36,7,11132.861,11143.361
1,36,8,11143.461,11147.861
1,36,9,11149.261,11152.961
1,36,10,11153.061,11161.761
1,36,11,11162.561,11168.561
1,36,12,11168.961,11178.461
1,36,13,11178.561,11188.561
1,36,14,11188.661,11199.861
1,36,15,11200.861,11210.161
1,36,16,11210.361,11218.561
1,36,17,11218.661,11233.361
1,36,18,11233.461,11246.461
1,36,19,11246.561,11250.561
1,36,20,11252.461,11259.361
1,36,21,11259.361,11266.361
1,36,22,11266.661,11271.561
1,36,23,11271.961,11278.861
1,36,24,11278.961,11289.361
1,36,25,11289.761,11294.961
1,36,26,11295.261,11301.161
1,36,27,11301.361,11306.161
1,36,28,11306.361,11309.761
1,36,29,11309.861,11316.661
1,36,30,11316.661,11326.361
1,36,31,11328.061,11334.261
1,36,32,11334.361,11339.561
1,36,33,11339.861,11346.161
1,36,34,11346.261,11351.261
1,36,35,11351.861,11360.561
1,36,36,11360.661,11365.961
1,36,37,11366.361,11371.461
1,36,38,11371.861,11376.761
1,36,39,11376.961,11390.061
1,36,40,11391.961,11400.761
1,36,41,11400.861,11405.561
1,36,42,11405.661,11409.261
1,36,43,11409.361,11419.261
1,37,1,11423.361,11428.161
1,37,2,11428.461,11446.061
1,37,3,11446.461,11454.861
1,37,4,11455.361,11464.861
1,37,5,11465.161,11472.061
1,37,6,11472.361,11477.661
1,37,7,11479.361,11494.261
1,37,8,11494.761,11507.261
1,37,9,11507.761,11523.361
1,37,10,11524.161,11539.061
1,37,11,11539.861,11545.261
1,37,12,11547.861,11551.461
1,37,13,11551.861,11561.561
1,37,14,11561.961,11574.161
1,37,15,11574.561,11582.661
1,37,16,11583.261,11590.261
1,37,17,11591.761,11602.861
1,37,18,11603.261,11610.361
1,37,19,11610.761,11616.061
1,37,20,11616.361,11629.161
1,37,21,11629.761,11637.061
1,37,22,11637.361,11653.161
1,37,23,11653.761,11663.161
1,37,24,11663.861,11670.761
1,37,25,11670.961,11687.961
1,37,26,11688.661,11696.061
1,37,27,11696.161,11707.161
1,37,28,11707.761,11722.661
1,37,29,11723.061,11731.561
1,37,30,11731.861,11740.161
1,37,31,11742.161,11750.661
1,37,32,11750.961,11764.461
1,37,33,11764.761,11774.061
1,37,34,11774.561,11783.761
1,37,35,11783.961,11798.261
1,37,36,11800.161,11808.761
1,38,1,11811.061,11819.661
1,38,2,11819.961,11828.261
1,38,3,11828.761,11832.961
1,38,4,11833.961,11838.361
1,38,5,11838.661,11847.161
1,38,6,11848.161,11853.461
1,38,7,11854.161,11860.361
1,38,8,11860.761,11869.961
1,38,9,11871.861,11884.861
1,38,10,11885.761,11891.161
1,38,11,11891.661,11910.761
1,38,12,11911.661,11926.861
1,38,13,11928.461,11934.961
1,38,14,11935.561,11954.561
1,38,15,11955.261,11961.461
1,38,16,11961.761,11975.561
1,38,17,11975.861,11984.561
1,38,18,11984.961,12000.261
1,38,19,12001.961,12008.061
1,38,20,12008.361,12018.061
1,38,21,12018.461,12030.061
1,38,22,12030.561,12039.461
1,38,23,12040.261,12049.861
1,38,24,12050.361,12065.461
1,38,25,12065.961,12082.661
1,38,26,12083.261,12093.561
1,38,27,12095.561,12099.761
1,38,28,12099.861,12109.561
1,38,29,12110.161,12121.361
1,38,30,12121.761,12128.761
1,39,1,12131.861,12145.461
1,39,2,12147.061,12155.361
1,39,3,12155.961,12164.561
1,39,4,12165.161,12176.161
1,39,5,12176.961,12196.161
1,39,6,12197.561,12212.661
1,39,7,12214.061,12225.161
1,39,8,12225.461,12238.961
1,39,9,12239.361,12257.861
1,39,10,12258.261,12268.261
1,39,11,12268.561,12279.261
1,39,12,12279.661,12291.661
1,39,13,12292.161,12298.061
1,39,14,12298.261,12313.661
1,39,15,12313.761,12326.061
1,39,16,12327.461,12333.761
1,39,17,12333.961,12344.561
1,39,18,12345.461,12353.661
1,39,19,12354.161,12367.361
1,39,20,12367.661,12380.061
1,39,21,12380.261,12389.361
1,39,22,12389.561,12401.461
1,39,23,12401.661,12414.161
1,40,1,12417.761,12428.061
1,40,2,12428.561,12436.161
1,40,3,12436.261,12446.461
1,40,4,12446.961,12456.761
1,40,5,12457.661,12473.561
1,40,6,12474.161,12480.561
1,40,7,12480.861,12492.661
1,40,8,12492.961,12506.361
1,40,9,12506.861,12516.361
1,40,10,12516.561,12527.861
1,40,11,12528.361,12539.761
1,40,12,12540.361,12549.261
1,40,13,12549.661,12566.361
1,40,14,12568.061,12582.761
1,40,15,12583.161,12592.761
1,40,16,12593.761,12606.061
1,40,17,12606.361,12617.861
1,40,18,12618.361,12626.961
1,40,19,12627.361,12639.561
1,40,20,12640.261,12656.261
1,40,21,12656.561,12663.661
1,40,22,12664.061,12669.761
1,40,23,12670.161,12676.361
1,41,1,12682.361,12689.161
1,41,2,12689.361,12698.161
1,41,3,12698.661,12710.961
1,41,4,12711.861,12723.961
1,41,5,12724.261,12733.761
1,41,6,12734.161,12741.561
1,41,7,12742.461,12751.861
1,41,8,12752.661,12768.561
1,41,9,12770.761,12777.261
1,41,10,12778.161,12787.861
1,41,11,12788.361,12795.961
1,41,12,12796.361,12811.061
1,41,13,12811.961,12819.761
1,41,14,12820.361,12831.561
1,41,15,12832.061,12845.461
1,41,16,12845.861,12853.961
1,41,17,12854.261,12861.461
1,41,18,12861.661,12870.961
1,41,19,12871.361,12886.561
1,41,20,12886.861,12894.661
1,41,21,12895.461,12906.461
1,41,22,12908.161,12917.161
1,41,23,12917.561,12925.161
1,41,24,12925.761,12936.961
1,41,25,12937.761,12946.761
1,41,26,12947.561,12960.261
1,41,27,12961.061,12977.161
1,41,28,12977.661,12985.561
1,41,29,12986.061,12992.861
1,41,30,12993.661,13005.261
1,41,31,13006.961,13016.061
1,41,32,13016.261,13026.061
1,41,33,13026.161,13033.861
1,41,34,13034.261,13044.561
1,41,35,13045.461,13059.261
1,41,36,13059.761,13073.461
1,41,37,13074.361,13080.261
1,41,38,13082.761,13090.461
1,41,39,13090.961,13100.461
1,41,40,13100.861,13110.161
1,41,41,13112.661,13119.761
1,41,42,13120.061,13136.161
1,41,43,13136.961,13148.861
1,41,44,13149.261,13161.461
1,41,45,13163.761,13178.561
1,41,46,13178.861,13191.861
1,41,47,13192.561,13197.661
1,41,48,13197.961,13213.761
1,41,49,13215.161,13224.761
1,41,50,13225.461,13236.861
1,41,51,13237.161,13247.061
1,41,52,13247.761,13255.161
1,41,53,13256.561,13263.461
1,41,54,13263.561,13277.261
1,41,55,13277.961,13293.561
1,41,56,13294.061,13306.961
1,41,57,13307.361,13316.861
1,42,1,13319.761,13328.161
1,42,2,13328.661,13340.261
1,42,3,13341.761,13348.061
1,42,4,13348.261,13357.361
1,42,5,13357.661,13366.161
1,42,6,13367.861,13380.961
1,42,7,13382.761,13401.061
1,42,8,13402.961,13407.661
1,42,9,13407.961,13420.761
1,42,10,13421.561,13428.361
1,42,11,13428.861,13436.861
1,42,12,13436.961,13443.461
1,42,13,13443.561,13459.261
1,42,14,13459.361,13467.461
1,42,15,13467.861,13473.561
1,42,16,13474.361,13494.361
1,42,17,13494.461,13499.161
1,42,18,13499.361,13506.361
1,42,19,13506.661,13521.261
1,42,20,13522.561,13534.761
1,42,21,13535.161,13548.861
1,42,22,13551.161,13565.161
1,42,23,13565.361,13571.961
1,42,24,13572.261,13585.361
1,42,25,13586.161,13598.761
1,42,26,13600.661,13605.761
1,42,27,13605.961,13616.961
1,42,28,13617.261,13634.161
1,42,29,13636.161,13644.261
1,42,30,13644.961,13653.961
1,42,31,13654.561,13660.161
1,42,32,13660.561,13670.861
1,42,33,13671.161,13684.261
1,42,34,13685.461,13698.561
1,42,35,13699.061,13712.661
1,42,36,13713.161,13727.661
1,42,37,13727.861,13741.961
1,42,38,13743.261,13759.861
1,43,1,13762.861,13765.561
1,43,2,13766.161,13778.461
1,43,3,13778.861,13789.361
1,43,4,13789.761,13797.961
1,43,5,13798.761,13808.961
1,43,6,13809.361,13817.061
1,43,7,13818.661,13839.861
1,43,8,13840.361,13855.161
1,43,9,13855.461,13868.361
1,43,10,13868.861,13874.561
1,43,11,13874.861,13893.861
1,43,12,13894.261,13907.861
1,43,13,13908.161,13913.361
1,43,14,13913.661,13927.161
1,43,15,13928.761,13942.261
1,43,16,13942.561,13960.661
1,43,17,13960.761,13969.061
1,43,18,13971.061,13992.761
1,43,19,13993.061,14001.661
1,43,20,14001.861,14009.161
1,43,21,14009.561,14025.161
1,43,22,14025.661,14036.261
1,43,23,14037.961,14055.661
1,43,24,14056.061,14067.061
1,43,25,14067.361,14076.461
1,43,26,14076.961,14086.961
1,43,27,14087.261,14097.961
1,43,28,14098.261,14106.861
1,43,29,14107.261,14122.661
1,43,30,14124.161,14134.461
1,43,31,14134.561,14141.761
1,43,32,14142.061,14157.561
1,43,33,14158.061,14168.661
1,43,34,14168.961,14183.861
1,44,1,14377.6363,14392.8829
1,44,2,0.0,0.0
1,44,3,0.0,0.0
1,44,4,0.0,0.0
1,44,5,0.0,0.0
1,44,6,0.0,0.0
1,44,7,0.0,0.0
1,44,8,0.0,0.0
1,44,9,0.0,0.0
1,44,10,0.0,0.0
1,44,11,0.0,0.0
1,44,12,0.0,0.0
1,44,13,0.0,0.0
1,44,14,0.0,0.0
1,44,15,0.0,0.0
1,44,16,0.0,0.0
1,44,17,0.0,0.0
1,44,18,14377.6363,14392.8829
1,44,19,14392.8829,14398.9652
1,44,20,14398.9652,14411.8748
1,44,21,14412.3742,14418.5441
1,44,22,14418.5441,14426.8043
1,44,23,14427.1544,14437.2116
1,44,24,14438.957,14445.6623
1,44,25,14445.6623,14451.1062
1,44,26,14451.1062,14466.0805
1,44,27,14466.0805,14474.1039
1,44,28,14474.1039,14482.7709
1,44,29,14482.9882,14492.895
1,44,30,14494.7536,14504.7192
1,44,31,14504.9812,14516.5112
1,44,32,14516.9969,14527.8303
1,44,33,14527.9901,14538.4848
1,44,34,14538.8618,14548.9348
1,45,1,14552.2762,14567.1466
1,45,2,14567.4392,14575.0841
1,45,3,14575.5629,14588.7465
1,45,4,14589.116,14602.9658
1,45,5,14602.9658,14615.6654
1,45,6,14615.9464,14624.3782
1,45,7,14624.7946,14634.9126
1,45,8,14636.4167,14651.4428
1,45,9,14652.0882,14666.9789
1,45,10,14667.593,14681.0681
1,45,11,14681.2451,14691.691
1,45,12,14693.4033,14701.0596
1,45,13,14701.3875,14712.4372
1,45,14,14712.8796,14721.9671
1,45,15,14722.7322,14731.0078
1,45,16,14731.268,14742.1824
1,45,17,14742.5311,14754.3147
1,45,18,14754.5281,14766.9674
1,45,19,14768.7422,14782.7533
1,45,20,14783.0135,14789.7746
1,45,21,14790.0765,14800.4444
1,45,22,14800.4444,14812.051
1,45,23,14812.3474,14827.4868
1,45,24,14827.9982,14836.0248
1,45,25,14836.0248,14842.8718
1,45,26,14843.3193,14855.6984
1,45,27,14856.1691,14871.204
1,45,28,14871.5817,14881.2994
1,46,1,14884.364,14894.272
1,46,2,14894.272,14903.715
1,46,3,14903.715,14915.368
1,46,4,14916.589,14926.517
1,46,5,14926.629,14940.622
1,46,6,14940.93,14953.189
1,46,7,14953.487,14962.697
1,46,8,14965.012,14974.315
1,46,9,14974.415,14979.625
1,46,10,14979.625,14987.6
1,46,11,14987.693,14991.375
1,46,12,14991.375,15004.24
1,46,13,15004.324,15010.206
1,46,14,15010.728,15014.419
1,46,15,15014.419,15028.282
1,46,16,15029.536,15036.701
1,46,17,15036.841,15046.825
1,46,18,15047.123,15056.8
1,46,19,15056.949,15061.516
1,46,20,15061.73,15073.383
1,46,21,15073.7,15083.218
1,46,22,15083.572,15089.92
1,46,23,15089.92,15091.867
1,46,24,15091.867,15096.518
1,46,25,15096.863,15107.005
1,46,26,15107.453,15119.283
1,46,27,15119.88,15131.132
1,46,28,15132.922,15141.452
1,46,29,15141.732,15155.203
1,46,30,15156.005,15165.327
1,46,31,15167.471,15181.231
1,46,32,15181.222,15190.32
1,46,33,15190.432,15196.23
1,46,34,15196.314,15214.046
1,47,1,15216.601,15229.167
1,47,2,15229.642,15235.888
1,47,3,15235.888,15247.504
1,47,4,15247.504,15263.091
1,47,5,15263.203,15270.285
1,47,6,15270.397,15288.362
1,47,7,15288.875,15298.057
1,47,8,15298.234,15304.498
1,47,9,15304.862,15324.169
1,47,10,15324.272,15329.762
1,47,11,15331.366,15345.107
1,47,12,15345.321,15353.133
1,47,13,15354.746,15366.362
1,47,14,15366.716,15381.166
1,47,15,15381.632,15397.285
1,47,16,15397.285,15405.768
1,47,17,15405.833,15424.069
1,47,18,15425.551,15447.842
1,47,19,15448.28,15467.653
1,47,20,15468.203,15480.686
1,47,21,15480.882,15487.873
1,47,22,15488.283,15502.761
1,47,23,15503.731,15515.822
1,47,24,15516.596,15533.33
1,47,25,15535.129,15542.811
1,47,26,15543.044,15557.634
1,47,27,15559.312,15569.567
1,47,28,15574.799,15587.429
1,47,29,15588.371,15607.454
1,47,30,15607.594,15621.326
1,47,31,15621.475,15631.086
1,48,1,15634.853,15646.291
1,48,2,15646.739,15656.778
1,48,3,15657.188,15666.333
1,48,4,15666.585,15680.196
1,48,5,15680.364,15695.233
1,48,6,15695.55,15704.704
1,48,7,15706.709,15722.566
1,48,8,15722.836,15728.494
1,48,9,15728.979,15740.436
1,48,10,15740.986,15752.536
1,48,11,15752.536,15763.21
1,48,12,15763.378,15770.229
1,48,13,15770.667,15783.327
1,48,14,15783.327,15798.169
1,48,15,15798.747,15812.973
1,48,16,15812.973,15826.91
1,48,17,15827.656,15842.647
1,48,18,15843.225,15852.295
1,48,19,15852.481,15871.062
1,48,20,15872.171,15887.171
1,48,21,15887.292,15899.178
1,48,22,15899.383,15909.684
1,49,1,15912.817,15922.195
1,49,2,15922.475,15928.244
1,49,3,15928.719,15937.286
1,49,4,15938.358,15950.048
1,49,5,15950.757,15956.284
1,49,6,15956.461,15968.562
1,49,7,15969.28,15980.01
1,49,8,15980.672,15990.218
1,49,9,15990.768,16001.517
1,49,10,16001.759,16012.853
1,49,11,16013.114,16025.531
1,49,12,16025.857,16031.972
1,49,13,16032.839,16041.676
1,49,14,16042.776,16048.993
1,49,15,16049.646,16060.879
1,49,16,16062.408,16067.842
1,49,17,16067.945,16078.385
1,49,18,16079.355,16083.036
1,49,19,16084.229,16089.766
1,49,20,16090.792,16097.261
1,49,21,16097.485,16103.749
1,49,22,16103.749,16110.19
1,49,23,16110.442,16116.305
1,49,24,16116.613,16128.191
1,49,25,16129.049,16145.214
1,49,26,16145.326,16157.678
1,49,27,16160.102,16168.054
1,49,28,16169.853,16182.877
1,49,29,16184.033,16195.966
1,49,30,16196.05,16209.819
1,49,31,16210.518,16222.013
1,49,32,16222.106,16227.139
1,49,33,16227.279,16237.878
1,50,1,16241.216,16248.244
1,50,2,16248.244,16258.452
1,50,3,16259.953,16270.524
1,50,4,16271.41,16283.193
1,50,5,16283.258,16299.554
1,50,6,16300.179,16306.974
1,50,7,16307.263,16318.282
1,50,8,16318.608,16328.107
1,50,9,16328.247,16335.424
1,50,10,16335.927,16350.079
1,50,11,16350.182,16367.279
1,50,12,16368.733,16373.273
1,50,13,16373.394,16389.961
1,50,14,16390.147,16400.719
1,50,15,16402.686,16417.248
1,50,16,16417.351,16424.146
1,50,17,16424.146,16443.556
1,50,18,16443.752,16452.384
1,50,19,16453.689,16460.345
1,50,20,16460.457,16471.168
1,50,21,16471.28,16482.047
1,50,22,16484.089,16492.609
1,50,23,16492.833,16502.863
1,50,24,16503.413,16518.972
1,50,25,16519.179,16529.763
1,50,26,16530.114,16540.67
2,1,1,3.7768,10.8953
2,1,2,11.5624,14.7476
2,1,3,15.105,17.9519
2,1,4,18.1588,20.6107
2,1,5,21.1561,28.9063
2,1,6,29.1884,33.5325
2,1,7,33.8146,43.8563
2,1,8,46.8468,51.3151
2,1,9,51.9734,57.3435
2,1,10,57.7949,70.6236
2,1,11,71.1879,82.5035
2,1,12,82.9949,89.9986
2,1,13,90.6005,95.3603
2,1,14,98.4458,110.5108
2,1,15,110.9434,120.123
2,1,16,120.3238,131.809
2,1,17,132.1705,143.8125
2,1,18,145.4318,157.2796
2,1,19,157.2796,169.5011
2,1,20,170.2006,175.804
2,1,21,176.4869,181.9342
2,1,22,182.135,192.3934
2,2,1,197.3119,201.1977
2,2,2,201.499,209.7492
2,2,3,210.2513,224.7904
2,2,4,225.172,230.1347
2,2,5,230.7573,245.6971
2,2,6,246.6069,259.8628
2,2,7,259.682,270.0515
2,2,8,270.2724,277.3072
2,2,9,277.5281,290.8106
2,2,10,293.0221,304.3664
2,2,11,304.8484,317.432
2,2,12,317.7534,326.0633
2,2,13,326.6832,336.4206
2,2,14,336.9227,350.0576
2,2,15,350.6401,363.7521
2,2,16,364.194,373.2029
2,2,17,374.617,381.6268
2,2,18,382.0687,388.3098
2,2,19,388.5508,397.1926
2,2,20,397.5158,406.0808
2,2,21,407.1261,413.4335
2,2,22,413.554,422.9628
2,2,23,423.4247,437.7116
2,2,24,439.1057,448.029
2,2,25,448.2298,452.5245
2,3,1,457.8118,468.3768
2,3,2,469.1199,481.3282
2,3,3,481.3282,490.8652
2,3,4,491.3643,502.0491
2,3,5,502.2299,513.423
2,3,6,513.6841,526.997
2,3,7,527.3697,540.3902
2,3,8,541.6079,560.5261
2,3,9,560.5261,570.6892
2,3,10,571.0442,578.6885
2,3,11,578.9905,587.7516
2,3,12,588.1935,601.8645
2,3,13,603.3106,617.2059
2,3,14,617.3264,628.2292
2,3,15,628.5706,644.5926
2,3,16,645.2755,661.9888
2,3,17,662.5244,677.3102
2,3,18,677.7922,697.2841
2,3,19,698.9109,704.9918
2,3,20,705.1769,715.6768
2,3,21,716.1387,723.8787
2,3,22,724.2201,738.5074
2,4,1,740.1957,749.3633
2,4,2,749.765,755.1062
2,4,3,755.7288,765.0284
2,4,4,765.41,775.6901
2,4,5,776.0315,784.2127
2,4,6,784.3533,796.662
2,4,7,797.0034,807.5004
2,4,8,807.9021,816.1329
2,4,9,817.5388,835.4464
2,4,10,836.2096,850.8234
2,4,11,851.3657,862.9949
2,4,12,863.256,869.6314
2,4,13,870.2339,874.4581
2,4,14,874.92,890.8841
2,4,15,890.9444,902.4476
2,4,16,903.7531,912.0842
2,4,17,912.2449,918.9404
2,4,18,919.4626,935.4066
2,4,19,935.6074,944.7122
2,4,20,944.9331,955.6999
2,4,21,956.3073,972.4272
2,4,22,972.7887,978.8538
2,4,23,979.0346,989.6914
2,4,24,991.8601,999.1684
2,4,25,999.6504,1010.1759
2,4,26,1010.5776,1016.3349
2,4,27,1016.596,1028.5833
2,4,28,1028.8444,1037.0049
2,4,29,1037.3463,1042.9027
2,4,30,1043.1236,1051.2502
2,4,31,1052.0737,1062.8813
2,5,1,1065.3146,1078.0131
2,5,2,1078.6156,1088.7962
2,5,3,1089.3385,1103.5954
2,5,4,1103.9368,1112.888
2,5,5,1113.3901,1120.7741
2,5,6,1121.1557,1127.2191
2,5,7,1127.7815,1136.8872
2,5,8,1137.2487,1152.3032
2,5,9,1152.7651,1160.0179
2,5,10,1161.8255,1171.2055
2,5,11,1171.7076,1180.648
2,5,12,1180.9493,1186.2935
2,5,13,1186.7359,1194.9445
2,5,14,1195.0851,1209.6633
2,5,15,1210.1052,1218.8628
2,5,16,1219.2243,1228.5779
2,5,17,1228.839,1237.1027
2,5,18,1237.3622,1244.4253
2,5,19,1245.0278,1254.1886
2,5,20,1255.8154,1262.3878
2,5,21,1262.3878,1276.4639
2,5,22,1276.9459,1287.0974
2,5,23,1287.3585,1296.7899
2,6,1,1296.9337,1308.2917
2,6,2,1312.8231,1317.7979
2,6,3,1318.0188,1326.6164
2,6,4,1326.9378,1336.142
2,6,5,1336.624,1345.5026
2,6,6,1345.5026,1362.2098
2,6,7,1362.6918,1376.3863
2,6,8,1378.3948,1391.5671
2,6,9,1392.029,1400.1208
2,6,10,1400.4422,1403.0612
2,6,11,1403.4428,1409.1724
2,6,12,1409.4938,1420.6005
2,6,13,1421.4039,1433.8732
2,6,14,1435.1586,1445.5191
2,6,15,1446.1618,1456.2929
2,6,16,1456.6745,1467.8291
2,6,17,1468.1304,1471.4974
2,6,18,1471.7384,1482.5286
2,6,19,1482.8098,1488.7522
2,6,20,1490.1581,1501.8241
2,6,21,1502.2258,1507.1962
2,6,22,1507.1962,1511.2743
2,6,23,1511.5354,1521.853
2,6,24,1521.9534,1527.7052
2,6,25,1527.9261,1538.4946
2,6,26,1538.7758,1547.1305
2,6,27,1547.3514,1556.1521
2,6,28,1556.4534,1560.6061
2,6,29,1560.8471,1569.5088
2,6,30,1569.7297,1578.5279
2,7,1,1581.786,1590.4013
2,7,2,1590.6825,1600.7516
